reads/Sorted_Sample482_R1_seed0_CPUs42.fasta.gz,6611466,0,550730,0,0
reads/Sorted_Sample491_R1_seed0_CPUs42.fasta.gz,5497858,103336,1252055,0,0
reads/Sorted_Sample495_R1_seed0_CPUs42.fasta.gz,2666252,0,0,835718,0
reads/Sorted_Sample507_R1_seed0_CPUs42.fasta.gz,5,6829535,0,0,0
reads/Sorted_Sample509_R1_seed0_CPUs42.fasta.gz,5459784,0,406631,368440,0
reads/Sorted_Sample512_R1_seed0_CPUs42.fasta.gz,4351952,299307,341037,137555,0
reads/Sorted_Sample522_R1_seed0_CPUs42.fasta.gz,6673971,0,157198,374046,0
reads/Sorted_Sample548_R1_seed0_CPUs42.fasta.gz,8,238589,4649285,0,0
reads/Sorted_Sample564_R1_seed0_CPUs42.fasta.gz,4258870,0,171582,965744,1069101
reads/Sorted_Sample609_R1_seed0_CPUs42.fasta.gz,5903145,755826,1443657,0,0
reads/Sorted_Sample616_R1_seed0_CPUs42.fasta.gz,3518122,0,236168,1489308,1426857
reads/Sorted_Sample620_R1_seed0_CPUs42.fasta.gz,3766920,1563002,145283,72452,0
reads/Sorted_Sample624_R1_seed0_CPUs42.fasta.gz,1390152,357189,106127,299992,5669299
reads/Sorted_Sample631_R1_seed0_CPUs42.fasta.gz,1963941,730821,0,122690,0
reads/Sorted_Sample687_R1_seed0_CPUs42.fasta.gz,2338825,0,105850,271458,0
reads/Sorted_Sample710_R1_seed0_CPUs42.fasta.gz,2006681,1189530,410265,0,0
reads/Sorted_Sample712_R1_seed0_CPUs42.fasta.gz,4703321,2530166,1831160,0,0
reads/Sorted_Sample717_R1_seed0_CPUs42.fasta.gz,1957737,5079084,0,2808813,0
reads/Sorted_Sample733_R1_seed0_CPUs42.fasta.gz,6055882,2603,473024,1223886,903910
reads/Sorted_Sample746_R1_seed0_CPUs42.fasta.gz,2179240,3059468,0,0,0
reads/Sorted_Sample759_R1_seed0_CPUs42.fasta.gz,7106627,350539,670827,0,0
reads/Sorted_Sample767_R1_seed0_CPUs42.fasta.gz,2804724,0,0,48905,0
reads/Sorted_Sample803_R1_seed0_CPUs42.fasta.gz,8066924,0,0,328553,0
reads/Sorted_Sample812_R1_seed0_CPUs42.fasta.gz,6098184,1434415,0,919571,0
reads/Sorted_Sample827_R1_seed0_CPUs42.fasta.gz,5001032,763023,109631,0,0
reads/Sorted_Sample838_R1_seed0_CPUs42.fasta.gz,6711369,1388045,0,0,0
reads/Sorted_Sample853_R1_seed0_CPUs42.fasta.gz,2973188,445061,98922,0,0
reads/Sorted_Sample868_R1_seed0_CPUs42.fasta.gz,3039492,0,0,395483,0
reads/Sorted_Sample871_R1_seed0_CPUs42.fasta.gz,1660642,0,531808,474806,0
reads/Sorted_Sample872_R1_seed0_CPUs42.fasta.gz,0,0,0,4980892,0
reads/Sorted_Sample882_R1_seed0_CPUs42.fasta.gz,1440663,0,334686,0,0
reads/Sorted_Sample904_R1_seed0_CPUs42.fasta.gz,333302,373282,143028,1397167,5684593
reads/Sorted_Sample906_R1_seed0_CPUs42.fasta.gz,4337143,0,949957,199001,0
reads/Sorted_Sample919_R1_seed0_CPUs42.fasta.gz,5409476,0,0,0,0
reads/Sorted_Sample943_R1_seed0_CPUs42.fasta.gz,5257495,0,410157,0,0
reads/Sorted_Sample961_R1_seed0_CPUs42.fasta.gz,3217528,2294048,382812,0,0
reads/Sorted_Sample983_R1_seed0_CPUs42.fasta.gz,3849748,0,306990,0,1190309
